# Time (Myr)  Mass (Me)  Radius (Re)  Mass-loss rate (Me/Myr)  Water Mass fraction
4431.00000000   2.01822109   1.93758433   0.00000367   0.44158744
4441.00000000   2.01818443   1.93757054   0.00000366   0.44157730
4451.00000000   2.01814790   1.93755680   0.00000365   0.44156719
4461.00000000   2.01811150   1.93754310   0.00000363   0.44155712
4471.00000000   2.01807521   1.93752945   0.00000362   0.44154708
4481.00000000   2.01803904   1.93751585   0.00000361   0.44153707
4491.00000000   2.01800300   1.93750229   0.00000360   0.44152709
4501.00000000   2.01796707   1.93748878   0.00000359   0.44151715
4511.00000000   2.01793127   1.93747531   0.00000357   0.44150724
4521.00000000   2.01789558   1.93746188   0.00000356   0.44149736
4531.00000000   2.01786001   1.93744850   0.00000355   0.44148752
4541.00000000   2.01782456   1.93743516   0.00000354   0.44147771
4551.00000000   2.01778923   1.93742186   0.00000353   0.44146793
4561.00000000   2.01775401   1.93740861   0.00000352   0.44145818
4571.00000000   2.01771891   1.93739540   0.00000350   0.44144846
4581.00000000   2.01768392   1.93738224   0.00000349   0.44143878
4591.00000000   2.01764904   1.93736911   0.00000348   0.44142912
4601.00000000   2.01761428   1.93735603   0.00000347   0.44141950
4611.00000000   2.01757963   1.93734299   0.00000346   0.44140990
4621.00000000   2.01754510   1.93732999   0.00000345   0.44140034
4631.00000000   2.01751067   1.93731704   0.00000344   0.44139081
4641.00000000   2.01747636   1.93730412   0.00000343   0.44138131
4651.00000000   2.01744216   1.93729125   0.00000341   0.44137184
4661.00000000   2.01740806   1.93727842   0.00000340   0.44136240
4671.00000000   2.01737408   1.93726563   0.00000339   0.44135299
4681.00000000   2.01734021   1.93725287   0.00000338   0.44134361
4691.00000000   2.01730644   1.93724016   0.00000337   0.44133426
4701.00000000   2.01727278   1.93722749   0.00000336   0.44132494
4711.00000000   2.01723923   1.93721486   0.00000335   0.44131564
4721.00000000   2.01720578   1.93720227   0.00000334   0.44130638
4731.00000000   2.01717244   1.93718972   0.00000333   0.44129715
4741.00000000   2.01713921   1.93717721   0.00000332   0.44128794
4751.00000000   2.01710608   1.93716473   0.00000331   0.44127877
4761.00000000   2.01707305   1.93715230   0.00000330   0.44126962
4771.00000000   2.01704013   1.93713990   0.00000329   0.44126050
4781.00000000   2.01700731   1.93712754   0.00000328   0.44125141
4791.00000000   2.01697460   1.93711523   0.00000327   0.44124234
4801.00000000   2.01694198   1.93710294   0.00000326   0.44123331
4811.00000000   2.01690947   1.93709070   0.00000325   0.44122430
4821.00000000   2.01687706   1.93707849   0.00000324   0.44121532
4831.00000000   2.01684475   1.93706633   0.00000323   0.44120637
4841.00000000   2.01681254   1.93705420   0.00000322   0.44119744
4851.00000000   2.01678043   1.93704210   0.00000321   0.44118855
4861.00000000   2.01674841   1.93703004   0.00000320   0.44117968
4871.00000000   2.01671650   1.93701802   0.00000319   0.44117083
4881.00000000   2.01668468   1.93700604   0.00000318   0.44116202
4891.00000000   2.01665297   1.93699409   0.00000317   0.44115323
4901.00000000   2.01662134   1.93698218   0.00000316   0.44114446
4911.00000000   2.01658982   1.93697031   0.00000315   0.44113573
4921.00000000   2.01655839   1.93695847   0.00000314   0.44112702
4931.00000000   2.01652705   1.93694666   0.00000313   0.44111833
4941.00000000   2.01649582   1.93693489   0.00000312   0.44110968
4951.00000000   2.01646467   1.93692316   0.00000311   0.44110104
4961.00000000   2.01643362   1.93691146   0.00000310   0.44109244
4971.00000000   2.01640266   1.93689980   0.00000309   0.44108386
4981.00000000   2.01637180   1.93688817   0.00000308   0.44107530
4991.00000000   2.01634103   1.93687658   0.00000307   0.44106677
