# Time (Myr)  Mass (Me)  Radius (Re)  Mass-loss rate (Me/Myr)  Water Mass fraction
46.60000000   0.78097273   1.30310309   0.00378887   0.03965917
46.70000000   0.78059596   1.29873859   0.00374197   0.03919564
46.80000000   0.78022384   1.29441999   0.00369597   0.03873740
46.90000000   0.77985628   1.29014656   0.00365084   0.03828434
47.00000000   0.77949320   1.28591757   0.00360657   0.03783638
47.10000000   0.77913450   1.28173229   0.00356312   0.03739342
47.20000000   0.77878012   1.27759004   0.00352048   0.03695538
47.30000000   0.77842996   1.27349012   0.00347864   0.03652218
47.40000000   0.77808395   1.26943186   0.00343756   0.03609373
47.50000000   0.77774201   1.26541461   0.00339724   0.03566994
47.60000000   0.77740408   1.26143771   0.00335765   0.03525075
47.70000000   0.77707007   1.25750055   0.00331878   0.03483607
47.80000000   0.77673991   1.25360250   0.00328061   0.03442582
47.90000000   0.77641354   1.24974295   0.00324312   0.03401994
48.00000000   0.77609089   1.24592131   0.00320629   0.03361835
48.10000000   0.77577190   1.24213700   0.00317012   0.03322097
48.20000000   0.77545649   1.23838945   0.00313459   0.03282775
48.30000000   0.77514461   1.23467810   0.00309967   0.03243860
48.40000000   0.77483619   1.23100240   0.00306536   0.03205347
48.50000000   0.77453118   1.22736182   0.00303165   0.03167229
48.60000000   0.77422951   1.22375582   0.00299851   0.03129499
48.70000000   0.77393113   1.22018389   0.00296594   0.03092152
48.80000000   0.77363598   1.21664553   0.00293392   0.03055181
48.90000000   0.77334400   1.21314024   0.00290245   0.03018580
49.00000000   0.77305516   1.20966753   0.00287150   0.02982343
49.10000000   0.77276938   1.20622692   0.00284107   0.02946465
49.20000000   0.77248662   1.20281795   0.00281115   0.02910940
49.30000000   0.77220684   1.19944016   0.00278172   0.02875763
49.40000000   0.77192997   1.19609310   0.00275277   0.02840928
49.50000000   0.77165598   1.19277632   0.00272430   0.02806429
49.60000000   0.77138481   1.18948940   0.00269629   0.02772263
49.70000000   0.77111643   1.18623190   0.00266873   0.02738423
49.80000000   0.77085078   1.18300341   0.00264161   0.02704905
49.90000000   0.77058782   1.17980352   0.00261493   0.02671704
50.00000000   0.77032751   1.17663183   0.00258868   0.02638815
50.10000000   0.77006981   1.17348794   0.00256283   0.02606233
50.20000000   0.76981468   1.17037147   0.00253740   0.02573954
50.30000000   0.76956207   1.16728204   0.00251236   0.02541974
50.40000000   0.76931194   1.16421927   0.00248771   0.02510288
50.50000000   0.76906427   1.16118279   0.00246345   0.02478891
50.60000000   0.76881900   1.15817226   0.00243955   0.02447781
50.70000000   0.76857611   1.15518731   0.00241603   0.02416951
50.80000000   0.76833555   1.15222760   0.00239286   0.02386399
50.90000000   0.76809729   1.14929279   0.00237004   0.02356120
51.00000000   0.76786130   1.14638254   0.00234757   0.02326111
51.10000000   0.76762755   1.14349653   0.00232544   0.02296367
51.20000000   0.76739599   1.14063444   0.00230363   0.02266885
51.30000000   0.76716659   1.13779594   0.00228215   0.02237662
51.40000000   0.76693933   1.13498072   0.00226099   0.02208693
51.50000000   0.76671417   1.13218849   0.00224013   0.02179975
51.60000000   0.76649109   1.12941894   0.00221959   0.02151504
51.70000000   0.76627004   1.12667177   0.00219934   0.02123278
51.80000000   0.76605101   1.12394669   0.00217938   0.02095293
51.90000000   0.76583396   1.12124343   0.00215972   0.02067545
52.00000000   0.76561886   1.11856170   0.00214033   0.02040031
52.10000000   0.76540569   1.11590122   0.00212122   0.02012749
52.20000000   0.76519442   1.11326172   0.00210238   0.01985694
52.30000000   0.76498502   1.11064295   0.00208381   0.01958864
52.40000000   0.76477746   1.10804463   0.00206550   0.01932257
52.50000000   0.76457173   1.10546651   0.00204744   0.01905868
52.60000000   0.76436779   1.10290834   0.00202964   0.01879696
52.70000000   0.76416562   1.10036987   0.00201208   0.01853736
52.80000000   0.76396519   1.09785086   0.00199477   0.01827988
52.90000000   0.76376648   1.09535106   0.00197769   0.01802447
53.00000000   0.76356947   1.09287023   0.00196085   0.01777111
53.10000000   0.76337414   1.09040816   0.00194423   0.01751977
53.20000000   0.76318046   1.08796460   0.00192784   0.01727043
53.30000000   0.76298840   1.08553934   0.00191167   0.01702306
53.40000000   0.76279795   1.08313215   0.00189571   0.01677765
53.50000000   0.76260909   1.08074282   0.00187997   0.01653415
53.60000000   0.76242180   1.07837112   0.00186444   0.01629255
53.70000000   0.76223604   1.07601686   0.00184911   0.01605283
53.80000000   0.76205181   1.07367982   0.00183399   0.01581495
53.90000000   0.76186909   1.07135980   0.00181906   0.01557891
54.00000000   0.76168785   1.06905660   0.00180433   0.01534467
54.10000000   0.76150807   1.06677002   0.00178978   0.01511221
54.20000000   0.76132974   1.06449987   0.00177543   0.01488152
54.30000000   0.76115284   1.06224596   0.00176126   0.01465256
54.40000000   0.76097734   1.06000809   0.00174727   0.01442532
54.50000000   0.76080324   1.05778609   0.00173346   0.01419978
54.60000000   0.76063051   1.05557977   0.00171982   0.01397592
54.70000000   0.76045913   1.05338895   0.00170635   0.01375371
54.80000000   0.76028910   1.05121346   0.00169306   0.01353314
54.90000000   0.76012038   1.04905312   0.00167993   0.01331419
55.00000000   0.75995298   1.04690775   0.00166696   0.01309683
55.10000000   0.75978686   1.04477720   0.00165416   0.01288106
55.20000000   0.75962201   1.04266130   0.00164151   0.01266684
55.30000000   0.75945842   1.04055987   0.00162902   0.01245417
55.40000000   0.75929608   1.03847276   0.00161668   0.01224302
55.50000000   0.75913496   1.03639982   0.00160449   0.01203338
55.60000000   0.75897505   1.03434088   0.00159245   0.01182523
55.70000000   0.75881635   1.03229580   0.00158055   0.01161855
55.80000000   0.75865882   1.03026441   0.00156880   0.01141333
55.90000000   0.75850246   1.02824657   0.00155719   0.01120954
56.00000000   0.75834726   1.02624214   0.00154571   0.01100718
56.10000000   0.75819320   1.02425096   0.00153438   0.01080622
56.20000000   0.75804027   1.02227290   0.00152317   0.01060665
56.30000000   0.75788845   1.02030782   0.00151210   0.01040846
56.40000000   0.75773774   1.01835556   0.00150116   0.01021163
56.50000000   0.75758811   1.01641601   0.00149034   0.01001614
56.60000000   0.75743956   1.01448903   0.00147965   0.00982198
56.70000000   0.75729207   1.01257447   0.00146909   0.00962913
56.80000000   0.75714563   1.01067221   0.00145864   0.00943759
56.90000000   0.75700023   1.00878213   0.00144832   0.00924733
57.00000000   0.75685586   1.00690409   0.00143811   0.00905834
57.10000000   0.75671250   1.00503797   0.00142802   0.00887061
57.20000000   0.75657015   1.00318364   0.00141804   0.00868413
57.30000000   0.75642879   1.00134099   0.00140818   0.00849887
57.40000000   0.75628841   0.99950989   0.00139843   0.00831484
57.50000000   0.75614901   0.99769023   0.00138878   0.00813200
57.60000000   0.75601056   0.99588188   0.00137925   0.00795036
57.70000000   0.75587306   0.99408474   0.00136982   0.00776990
57.80000000   0.75573650   0.99229869   0.00136049   0.00759061
57.90000000   0.75560086   0.99052361   0.00135126   0.00741246
58.00000000   0.75546615   0.98875940   0.00134214   0.00723547
58.10000000   0.75533234   0.98700595   0.00133312   0.00705960
58.20000000   0.75519943   0.98526315   0.00132419   0.00688485
58.30000000   0.75506741   0.98353089   0.00131537   0.00671120
58.40000000   0.75493627   0.98180908   0.00130663   0.00653866
58.50000000   0.75480599   0.98009760   0.00129799   0.00636719
58.60000000   0.75467658   0.97839635   0.00128945   0.00619680
58.70000000   0.75454802   0.97670524   0.00128099   0.00602747
58.80000000   0.75442030   0.97502417   0.00127263   0.00585919
58.90000000   0.75429341   0.97335303   0.00126435   0.00569196
59.00000000   0.75416734   0.97169173   0.00125616   0.00552575
59.10000000   0.75404209   0.97004018   0.00124806   0.00536056
59.20000000   0.75391765   0.96839829   0.00124004   0.00519638
59.30000000   0.75379400   0.96676595   0.00123210   0.00503320
59.40000000   0.75367114   0.96514308   0.00122425   0.00487102
59.50000000   0.75354907   0.96352959   0.00121648   0.00470981
59.60000000   0.75342777   0.96192539   0.00120878   0.00454957
59.70000000   0.75330723   0.96033039   0.00120117   0.00439029
59.80000000   0.75318746   0.95874451   0.00119363   0.00423196
59.90000000   0.75306843   0.95716765   0.00118618   0.00407457
60.00000000   0.75295014   0.95559974   0.00117879   0.00391811
60.10000000   0.75283259   0.95404069   0.00117149   0.00376258
60.20000000   0.75271577   0.95249042   0.00116425   0.00360797
60.30000000   0.75259967   0.95094884   0.00115709   0.00345425
60.40000000   0.75248428   0.94941588   0.00115000   0.00330144
60.50000000   0.75236960   0.94789146   0.00114298   0.00314951
60.60000000   0.75225561   0.94637550   0.00113603   0.00299847
60.70000000   0.75214232   0.94486792   0.00112915   0.00284829
60.80000000   0.75202971   0.94336865   0.00112233   0.00269898
60.90000000   0.75191778   0.94187760   0.00111559   0.00255052
61.00000000   0.75180653   0.94039471   0.00110891   0.00240291
61.10000000   0.75169593   0.93891991   0.00110229   0.00225614
61.20000000   0.75158600   0.93745311   0.00109574   0.00211020
61.30000000   0.75147672   0.93599425   0.00108925   0.00196509
61.40000000   0.75136808   0.93454326   0.00108282   0.00182079
61.50000000   0.75126009   0.93310007   0.00107646   0.00167730
61.60000000   0.75115273   0.93166460   0.00107016   0.00153461
61.70000000   0.75104599   0.93023680   0.00106392   0.00139271
61.80000000   0.75093988   0.92881658   0.00105773   0.00125160
61.90000000   0.75083438   0.92740390   0.00105161   0.00111127
62.00000000   0.75072949   0.92599867   0.00104554   0.00097171
62.10000000   0.75062521   0.92460083   0.00103953   0.00083292
62.20000000   0.75052153   0.92321033   0.00103358   0.00069489
62.30000000   0.75041844   0.92182710   0.00102768   0.00055760
62.40000000   0.75031593   0.92045106   0.00102183   0.00042106
62.50000000   0.75021401   0.91908217   0.00101605   0.00028526
62.60000000   0.75011266   0.91772037   0.00101031   0.00015019
62.70000000   0.75001189   0.91636558   0.00100463   0.00001585
