# Time (Myr)  Mass (Me)  Radius (Re)  Mass-loss rate (Me/Myr)  Water Mass fraction
4431.00000000   2.65646313   2.18223219   0.00000030   0.66404954
4441.00000000   2.65646016   2.18223159   0.00000030   0.66404917
4451.00000000   2.65645720   2.18223099   0.00000030   0.66404879
4461.00000000   2.65645425   2.18223040   0.00000029   0.66404842
4471.00000000   2.65645131   2.18222980   0.00000029   0.66404805
4481.00000000   2.65644838   2.18222921   0.00000029   0.66404768
4491.00000000   2.65644546   2.18222862   0.00000029   0.66404731
4501.00000000   2.65644255   2.18222803   0.00000029   0.66404694
4511.00000000   2.65643964   2.18222744   0.00000029   0.66404657
4521.00000000   2.65643675   2.18222686   0.00000029   0.66404621
4531.00000000   2.65643387   2.18222628   0.00000029   0.66404584
4541.00000000   2.65643100   2.18222570   0.00000029   0.66404548
4551.00000000   2.65642813   2.18222512   0.00000029   0.66404512
4561.00000000   2.65642528   2.18222454   0.00000028   0.66404476
4571.00000000   2.65642244   2.18222397   0.00000028   0.66404440
4581.00000000   2.65641960   2.18222339   0.00000028   0.66404404
4591.00000000   2.65641677   2.18222282   0.00000028   0.66404368
4601.00000000   2.65641396   2.18222225   0.00000028   0.66404333
4611.00000000   2.65641115   2.18222169   0.00000028   0.66404297
4621.00000000   2.65640835   2.18222112   0.00000028   0.66404262
4631.00000000   2.65640556   2.18222056   0.00000028   0.66404226
4641.00000000   2.65640278   2.18221999   0.00000028   0.66404191
4651.00000000   2.65640001   2.18221943   0.00000028   0.66404156
4661.00000000   2.65639725   2.18221888   0.00000028   0.66404121
4671.00000000   2.65639450   2.18221832   0.00000027   0.66404086
4681.00000000   2.65639175   2.18221776   0.00000027   0.66404052
4691.00000000   2.65638901   2.18221721   0.00000027   0.66404017
4701.00000000   2.65638629   2.18221666   0.00000027   0.66403983
4711.00000000   2.65638357   2.18221611   0.00000027   0.66403948
4721.00000000   2.65638086   2.18221556   0.00000027   0.66403914
4731.00000000   2.65637816   2.18221502   0.00000027   0.66403880
4741.00000000   2.65637547   2.18221447   0.00000027   0.66403846
4751.00000000   2.65637278   2.18221393   0.00000027   0.66403812
4761.00000000   2.65637011   2.18221339   0.00000027   0.66403778
4771.00000000   2.65636744   2.18221285   0.00000027   0.66403744
4781.00000000   2.65636478   2.18221231   0.00000027   0.66403711
4791.00000000   2.65636213   2.18221178   0.00000026   0.66403677
4801.00000000   2.65635949   2.18221124   0.00000026   0.66403644
4811.00000000   2.65635685   2.18221071   0.00000026   0.66403610
4821.00000000   2.65635423   2.18221018   0.00000026   0.66403577
4831.00000000   2.65635161   2.18220965   0.00000026   0.66403544
4841.00000000   2.65634900   2.18220912   0.00000026   0.66403511
4851.00000000   2.65634640   2.18220860   0.00000026   0.66403478
4861.00000000   2.65634380   2.18220807   0.00000026   0.66403445
4871.00000000   2.65634122   2.18220755   0.00000026   0.66403413
4881.00000000   2.65633864   2.18220703   0.00000026   0.66403380
4891.00000000   2.65633607   2.18220651   0.00000026   0.66403347
4901.00000000   2.65633351   2.18220599   0.00000026   0.66403315
4911.00000000   2.65633096   2.18220548   0.00000025   0.66403283
4921.00000000   2.65632841   2.18220496   0.00000025   0.66403251
4931.00000000   2.65632587   2.18220445   0.00000025   0.66403218
4941.00000000   2.65632334   2.18220394   0.00000025   0.66403186
4951.00000000   2.65632082   2.18220343   0.00000025   0.66403155
4961.00000000   2.65631830   2.18220292   0.00000025   0.66403123
4971.00000000   2.65631579   2.18220241   0.00000025   0.66403091
4981.00000000   2.65631329   2.18220191   0.00000025   0.66403059
4991.00000000   2.65631080   2.18220140   0.00000025   0.66403028
